category,stimulus,preamble,prompt,response_no,response,matches,preamble_type,ground_truth,prompt_type
tree,palmtree_4,You are an AI assistant.,Does this image contain an elm? Answer true or false.,response_1,False.,True,default,False,subordinate
tree,elm_1,You are an AI assistant.,Does this image contain a hazel? Answer true or false.,response_1,False.,True,default,False,subordinate
tree,elm_3,You are an AI assistant.,Does this image contain a hazel? Answer true or false.,response_1,False.,True,default,False,subordinate
tree,elm_2,You are an AI assistant.,Does this image contain a hazel? Answer true or false.,response_1,False.,True,default,False,subordinate
tree,hazel_4,You are an AI assistant.,Does this image contain an elm? Answer true or false.,response_1,False.,True,default,False,subordinate
tree,ash_1,You are an AI assistant.,Does this image contain an elm? Answer true or false.,response_1,False.,True,default,False,subordinate
tree,willow_4,You are an AI assistant.,Does this image contain a hazel? Answer true or false.,response_1,False.,True,default,False,subordinate
tree,ash_2,You are an AI assistant.,Does this image contain an elm? Answer true or false.,response_1,False.,True,default,False,subordinate
tree,ash_3,You are an AI assistant.,Does this image contain an elm? Answer true or false.,response_1,False.,True,default,False,subordinate
tree,willow_2,You are an AI assistant.,Does this image contain a hazel? Answer true or false.,response_1,False.,True,default,False,subordinate
tree,willow_3,You are an AI assistant.,Does this image contain a hazel? Answer true or false.,response_1,False.,True,default,False,subordinate
tree,ash_4,You are an AI assistant.,Does this image contain an elm? Answer true or false.,response_1,False.,True,default,False,subordinate
tree,willow_1,You are an AI assistant.,Does this image contain a hazel? Answer true or false.,response_1,False.,True,default,False,subordinate
flower,dandelion_4,You are an AI assistant.,Does this image contain a rose? Answer true or false.,response_1,False.,True,default,False,subordinate
flower,tulip_4,You are an AI assistant.,Does this image contain a dandelion? Answer true or false.,response_1,False.,True,default,False,subordinate
flower,lotus_4,You are an AI assistant.,Does this image contain a dandelion? Answer true or false.,response_1,False.,True,default,False,subordinate
flower,lily_1,You are an AI assistant.,Does this image contain a dandelion? Answer true or false.,response_1,False.,True,default,False,subordinate
flower,lily_3,You are an AI assistant.,Does this image contain a dandelion? Answer true or false.,response_1,False.,True,default,False,subordinate
flower,rose_4,You are an AI assistant.,Does this image contain a dandelion? Answer true or false.,response_1,False.,True,default,False,subordinate
flower,lily_2,You are an AI assistant.,Does this image contain a dandelion? Answer true or false.,response_1,False.,True,default,False,subordinate
flower,tulip_3,You are an AI assistant.,Does this image contain a dandelion? Answer true or false.,response_1,False.,True,default,False,subordinate
flower,lotus_3,You are an AI assistant.,Does this image contain a dandelion? Answer true or false.,response_1,False.,True,default,False,subordinate
flower,dandelion_3,You are an AI assistant.,Does this image contain a rose? Answer true or false.,response_1,False.,True,default,False,subordinate
flower,rose_1,You are an AI assistant.,Does this image contain a dandelion? Answer true or false.,response_1,False.,True,default,False,subordinate
flower,dandelion_2,You are an AI assistant.,Does this image contain a rose? Answer true or false.,response_1,False.,True,default,False,subordinate
flower,lotus_2,You are an AI assistant.,Does this image contain a dandelion? Answer true or false.,response_1,False.,True,default,False,subordinate
flower,tulip_2,You are an AI assistant.,Does this image contain a dandelion? Answer true or false.,response_1,False.,True,default,False,subordinate
flower,rose_2,You are an AI assistant.,Does this image contain a dandelion? Answer true or false.,response_1,False.,True,default,False,subordinate
flower,rose_3,You are an AI assistant.,Does this image contain a dandelion? Answer true or false.,response_1,False.,True,default,False,subordinate
flower,dandelion_1,You are an AI assistant.,Does this image contain a rose? Answer true or false.,response_1,False.,True,default,False,subordinate
flower,tulip_1,You are an AI assistant.,Does this image contain a dandelion? Answer true or false.,response_1,False.,True,default,False,subordinate
flower,lotus_1,You are an AI assistant.,Does this image contain a dandelion? Answer true or false.,response_1,False.,True,default,False,subordinate
flower,lily_4,You are an AI assistant.,Does this image contain a dandelion? Answer true or false.,response_1,False.,True,default,False,subordinate
flower,buttercup_1,You are an AI assistant.,Does this image contain a dandelion? Answer true or false.,response_1,False.,True,default,False,subordinate
flower,buttercup_3,You are an AI assistant.,Does this image contain a dandelion? Answer true or false.,response_1,False.,True,default,False,subordinate
flower,poppy_4,You are an AI assistant.,Does this image contain a dandelion? Answer true or false.,response_1,False.,True,default,False,subordinate
flower,orchid_4,You are an AI assistant.,Does this image contain a dandelion? Answer true or false.,response_1,False.,True,default,False,subordinate
flower,buttercup_2,You are an AI assistant.,Does this image contain a dandelion? Answer true or false.,response_1,False.,True,default,False,subordinate
flower,poppy_1,You are an AI assistant.,Does this image contain a dandelion? Answer true or false.,response_1,False.,True,default,False,subordinate
flower,orchid_1,You are an AI assistant.,Does this image contain a dandelion? Answer true or false.,response_1,False.,True,default,False,subordinate
flower,poppy_2,You are an AI assistant.,Does this image contain a dandelion? Answer true or false.,response_1,False.,True,default,False,subordinate
flower,orchid_2,You are an AI assistant.,Does this image contain a dandelion? Answer true or false.,response_1,False.,True,default,False,subordinate
flower,orchid_3,You are an AI assistant.,Does this image contain a dandelion? Answer true or false.,response_1,False.,True,default,False,subordinate
flower,poppy_3,You are an AI assistant.,Does this image contain a dandelion? Answer true or false.,response_1,False.,True,default,False,subordinate
flower,buttercup_4,You are an AI assistant.,Does this image contain a dandelion? Answer true or false.,response_1,False.,True,default,False,subordinate
flower,daffodil_4,You are an AI assistant.,Does this image contain a dandelion? Answer true or false.,response_1,False.,True,default,False,subordinate
flower,sunflower_4,You are an AI assistant.,Does this image contain a rose? Answer true or false.,response_1,False.,True,default,False,subordinate
flower,daffodil_1,You are an AI assistant.,Does this image contain a dandelion? Answer true or false.,response_1,False.,True,default,False,subordinate
flower,sunflower_1,You are an AI assistant.,Does this image contain a rose? Answer true or false.,response_1,False.,True,default,False,subordinate
flower,sunflower_3,You are an AI assistant.,Does this image contain a rose? Answer true or false.,response_1,False.,True,default,False,subordinate
flower,daffodil_3,You are an AI assistant.,Does this image contain a dandelion? Answer true or false.,response_1,False.,True,default,False,subordinate
flower,daffodil_2,You are an AI assistant.,Does this image contain a dandelion? Answer true or false.,response_1,False.,True,default,False,subordinate
flower,sunflower_2,You are an AI assistant.,Does this image contain a rose? Answer true or false.,response_1,False.,True,default,False,subordinate
